,Title,Organization,Skills,Metadata
461,Machine Learning,O.P. Jindal Global University," Tensorflow, Supervised Learning, Scikit Learn (Machine Learning Library), Applied Machine Learning, Python Programming, NumPy, Artificial Neural Networks, Deep Learning, Image Analysis, Matplotlib, Unstructured Data, Predictive Modeling, Machine Learning, Natural Language Processing, Pandas (Python Package), Computer Vision, Feature Engineering, Text Mining, Regression Analysis, Performance Tuning",Beginner · Course · 1 - 3 Months
462,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",Intermediate · Specialization · 3 - 6 Months
463,Introduction to Artificial Intelligence (AI),IBM," Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",Beginner · Course · 1 - 4 Weeks
464,Mathematics for Machine Learning,Imperial College London," Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",Beginner · Specialization · 3 - 6 Months
465,Fundamentals of Machine Learning and Artificial Intelligence,Amazon Web Services," Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Applied Machine Learning, Machine Learning, Digital Transformation",Mixed · Course · 1 - 4 Weeks
466,Supervised Machine Learning: Regression and Classification ,DeepLearning.AI," Supervised Learning, Jupyter, Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling",Beginner · Course · 1 - 4 Weeks
467,Introduction to Machine Learning,Duke University," PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Python Programming, Unsupervised Learning, Artificial Neural Networks, Computer Vision, Medical Imaging",Intermediate · Course · 1 - 3 Months
468,Machine Learning,Multiple educators," Unsupervised Learning, Supervised Learning, Machine Learning Methods, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Jupyter, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), Artificial Intelligence, NumPy, Predictive Modeling, Deep Learning, Reinforcement Learning, Random Forest Algorithm, Feature Engineering",Beginner · Specialization · 1 - 3 Months
469,Machine Learning with Python,IBM," Unsupervised Learning, Supervised Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning Algorithms, Machine Learning, Dimensionality Reduction, Python Programming, Statistical Analysis, Classification And Regression Tree (CART), Feature Engineering",Intermediate · Course · 1 - 3 Months
470,Mathematics for Machine Learning and Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Mathematical Modeling, Machine Learning, Machine Learning Methods, Jupyter",Intermediate · Specialization · 1 - 3 Months
471,IBM Machine Learning,IBM," Exploratory Data Analysis, Feature Engineering, Unsupervised Learning, Supervised Learning, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Deep Learning, Data Analysis, Applied Machine Learning, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Processing, Statistical Analysis, Machine Learning Algorithms, Machine Learning, Data Science, Python Programming",Intermediate · Professional Certificate · 3 - 6 Months
472,"Python for Data Science, AI & Development",IBM," Jupyter, Python Programming, Data Structures, Web Scraping, Data Manipulation, Programming Principles, Pandas (Python Package), Computer Programming, Object Oriented Programming (OOP), Restful API, NumPy, Application Programming Interface (API), Data Analysis, Data Import/Export, File Management",Beginner · Course · 1 - 3 Months
473,Machine Learning,O.P. Jindal Global University," Tensorflow, Supervised Learning, Scikit Learn (Machine Learning Library), Applied Machine Learning, Python Programming, NumPy, Artificial Neural Networks, Deep Learning, Image Analysis, Matplotlib, Unstructured Data, Predictive Modeling, Machine Learning, Natural Language Processing, Pandas (Python Package), Computer Vision, Feature Engineering, Text Mining, Regression Analysis, Performance Tuning",Beginner · Course · 1 - 3 Months
474,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",Intermediate · Specialization · 3 - 6 Months
475,Introduction to Artificial Intelligence (AI),IBM," Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",Beginner · Course · 1 - 4 Weeks
476,Mathematics for Machine Learning,Imperial College London," Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",Beginner · Specialization · 3 - 6 Months
477,Fundamentals of Machine Learning and Artificial Intelligence,Amazon Web Services," Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Applied Machine Learning, Machine Learning, Digital Transformation",Mixed · Course · 1 - 4 Weeks
478,Supervised Machine Learning: Regression and Classification ,DeepLearning.AI," Supervised Learning, Jupyter, Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling",Beginner · Course · 1 - 4 Weeks
479,Introduction to Machine Learning,Duke University," PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Python Programming, Unsupervised Learning, Artificial Neural Networks, Computer Vision, Medical Imaging",Intermediate · Course · 1 - 3 Months
480,Machine Learning,Multiple educators," Unsupervised Learning, Supervised Learning, Machine Learning Methods, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Jupyter, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), Artificial Intelligence, NumPy, Predictive Modeling, Deep Learning, Reinforcement Learning, Random Forest Algorithm, Feature Engineering",Beginner · Specialization · 1 - 3 Months
481,Machine Learning with Python,IBM," Unsupervised Learning, Supervised Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning Algorithms, Machine Learning, Dimensionality Reduction, Python Programming, Statistical Analysis, Classification And Regression Tree (CART), Feature Engineering",Intermediate · Course · 1 - 3 Months
482,Mathematics for Machine Learning and Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Mathematical Modeling, Machine Learning, Machine Learning Methods, Jupyter",Intermediate · Specialization · 1 - 3 Months
483,IBM Machine Learning,IBM," Exploratory Data Analysis, Feature Engineering, Unsupervised Learning, Supervised Learning, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Deep Learning, Data Analysis, Applied Machine Learning, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Processing, Statistical Analysis, Machine Learning Algorithms, Machine Learning, Data Science, Python Programming",Intermediate · Professional Certificate · 3 - 6 Months
484,"Python for Data Science, AI & Development",IBM," Jupyter, Python Programming, Data Structures, Web Scraping, Data Manipulation, Programming Principles, Pandas (Python Package), Computer Programming, Object Oriented Programming (OOP), Restful API, NumPy, Application Programming Interface (API), Data Analysis, Data Import/Export, File Management",Beginner · Course · 1 - 3 Months
485,Machine Learning,O.P. Jindal Global University," Tensorflow, Supervised Learning, Scikit Learn (Machine Learning Library), Applied Machine Learning, Python Programming, NumPy, Artificial Neural Networks, Deep Learning, Image Analysis, Matplotlib, Unstructured Data, Predictive Modeling, Machine Learning, Natural Language Processing, Pandas (Python Package), Computer Vision, Feature Engineering, Text Mining, Regression Analysis, Performance Tuning",Beginner · Course · 1 - 3 Months
486,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",Intermediate · Specialization · 3 - 6 Months
487,Introduction to Artificial Intelligence (AI),IBM," Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",Beginner · Course · 1 - 4 Weeks
488,Mathematics for Machine Learning,Imperial College London," Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",Beginner · Specialization · 3 - 6 Months
489,Fundamentals of Machine Learning and Artificial Intelligence,Amazon Web Services," Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Applied Machine Learning, Machine Learning, Digital Transformation",Mixed · Course · 1 - 4 Weeks
490,Supervised Machine Learning: Regression and Classification ,DeepLearning.AI," Supervised Learning, Jupyter, Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling",Beginner · Course · 1 - 4 Weeks
491,Introduction to Machine Learning,Duke University," PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Python Programming, Unsupervised Learning, Artificial Neural Networks, Computer Vision, Medical Imaging",Intermediate · Course · 1 - 3 Months
492,Machine Learning,Multiple educators," Unsupervised Learning, Supervised Learning, Machine Learning Methods, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Jupyter, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), Artificial Intelligence, NumPy, Predictive Modeling, Deep Learning, Reinforcement Learning, Random Forest Algorithm, Feature Engineering",Beginner · Specialization · 1 - 3 Months
493,Machine Learning with Python,IBM," Unsupervised Learning, Supervised Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning Algorithms, Machine Learning, Dimensionality Reduction, Python Programming, Statistical Analysis, Classification And Regression Tree (CART), Feature Engineering",Intermediate · Course · 1 - 3 Months
494,Mathematics for Machine Learning and Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Mathematical Modeling, Machine Learning, Machine Learning Methods, Jupyter",Intermediate · Specialization · 1 - 3 Months
495,IBM Machine Learning,IBM," Exploratory Data Analysis, Feature Engineering, Unsupervised Learning, Supervised Learning, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Deep Learning, Data Analysis, Applied Machine Learning, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Processing, Statistical Analysis, Machine Learning Algorithms, Machine Learning, Data Science, Python Programming",Intermediate · Professional Certificate · 3 - 6 Months
496,"Python for Data Science, AI & Development",IBM," Jupyter, Python Programming, Data Structures, Web Scraping, Data Manipulation, Programming Principles, Pandas (Python Package), Computer Programming, Object Oriented Programming (OOP), Restful API, NumPy, Application Programming Interface (API), Data Analysis, Data Import/Export, File Management",Beginner · Course · 1 - 3 Months
497,Machine Learning,O.P. Jindal Global University," Tensorflow, Supervised Learning, Scikit Learn (Machine Learning Library), Applied Machine Learning, Python Programming, NumPy, Artificial Neural Networks, Deep Learning, Image Analysis, Matplotlib, Unstructured Data, Predictive Modeling, Machine Learning, Natural Language Processing, Pandas (Python Package), Computer Vision, Feature Engineering, Text Mining, Regression Analysis, Performance Tuning",Beginner · Course · 1 - 3 Months
498,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",Intermediate · Specialization · 3 - 6 Months
499,Introduction to Artificial Intelligence (AI),IBM," Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",Beginner · Course · 1 - 4 Weeks
500,Mathematics for Machine Learning,Imperial College London," Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",Beginner · Specialization · 3 - 6 Months
501,Fundamentals of Machine Learning and Artificial Intelligence,Amazon Web Services," Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Applied Machine Learning, Machine Learning, Digital Transformation",Mixed · Course · 1 - 4 Weeks
502,Supervised Machine Learning: Regression and Classification ,DeepLearning.AI," Supervised Learning, Jupyter, Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling",Beginner · Course · 1 - 4 Weeks
503,Introduction to Machine Learning,Duke University," PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Python Programming, Unsupervised Learning, Artificial Neural Networks, Computer Vision, Medical Imaging",Intermediate · Course · 1 - 3 Months
504,Machine Learning,Multiple educators," Unsupervised Learning, Supervised Learning, Machine Learning Methods, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Jupyter, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), Artificial Intelligence, NumPy, Predictive Modeling, Deep Learning, Reinforcement Learning, Random Forest Algorithm, Feature Engineering",Beginner · Specialization · 1 - 3 Months
505,Machine Learning with Python,IBM," Unsupervised Learning, Supervised Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning Algorithms, Machine Learning, Dimensionality Reduction, Python Programming, Statistical Analysis, Classification And Regression Tree (CART), Feature Engineering",Intermediate · Course · 1 - 3 Months
506,Mathematics for Machine Learning and Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Mathematical Modeling, Machine Learning, Machine Learning Methods, Jupyter",Intermediate · Specialization · 1 - 3 Months
507,IBM Machine Learning,IBM," Exploratory Data Analysis, Feature Engineering, Unsupervised Learning, Supervised Learning, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Deep Learning, Data Analysis, Applied Machine Learning, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Processing, Statistical Analysis, Machine Learning Algorithms, Machine Learning, Data Science, Python Programming",Intermediate · Professional Certificate · 3 - 6 Months
508,"Python for Data Science, AI & Development",IBM," Jupyter, Python Programming, Data Structures, Web Scraping, Data Manipulation, Programming Principles, Pandas (Python Package), Computer Programming, Object Oriented Programming (OOP), Restful API, NumPy, Application Programming Interface (API), Data Analysis, Data Import/Export, File Management",Beginner · Course · 1 - 3 Months
509,Machine Learning,O.P. Jindal Global University," Tensorflow, Supervised Learning, Scikit Learn (Machine Learning Library), Applied Machine Learning, Python Programming, NumPy, Artificial Neural Networks, Deep Learning, Image Analysis, Matplotlib, Unstructured Data, Predictive Modeling, Machine Learning, Natural Language Processing, Pandas (Python Package), Computer Vision, Feature Engineering, Text Mining, Regression Analysis, Performance Tuning",Beginner · Course · 1 - 3 Months
510,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",Intermediate · Specialization · 3 - 6 Months
511,Introduction to Artificial Intelligence (AI),IBM," Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",Beginner · Course · 1 - 4 Weeks
512,Mathematics for Machine Learning,Imperial College London," Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",Beginner · Specialization · 3 - 6 Months
513,Fundamentals of Machine Learning and Artificial Intelligence,Amazon Web Services," Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Applied Machine Learning, Machine Learning, Digital Transformation",Mixed · Course · 1 - 4 Weeks
514,Supervised Machine Learning: Regression and Classification ,DeepLearning.AI," Supervised Learning, Jupyter, Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling",Beginner · Course · 1 - 4 Weeks
515,Introduction to Machine Learning,Duke University," PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Python Programming, Unsupervised Learning, Artificial Neural Networks, Computer Vision, Medical Imaging",Intermediate · Course · 1 - 3 Months
516,Machine Learning,Multiple educators," Unsupervised Learning, Supervised Learning, Machine Learning Methods, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Jupyter, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), Artificial Intelligence, NumPy, Predictive Modeling, Deep Learning, Reinforcement Learning, Random Forest Algorithm, Feature Engineering",Beginner · Specialization · 1 - 3 Months
517,Machine Learning with Python,IBM," Unsupervised Learning, Supervised Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning Algorithms, Machine Learning, Dimensionality Reduction, Python Programming, Statistical Analysis, Classification And Regression Tree (CART), Feature Engineering",Intermediate · Course · 1 - 3 Months
518,Mathematics for Machine Learning and Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Mathematical Modeling, Machine Learning, Machine Learning Methods, Jupyter",Intermediate · Specialization · 1 - 3 Months
519,IBM Machine Learning,IBM," Exploratory Data Analysis, Feature Engineering, Unsupervised Learning, Supervised Learning, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Deep Learning, Data Analysis, Applied Machine Learning, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Processing, Statistical Analysis, Machine Learning Algorithms, Machine Learning, Data Science, Python Programming",Intermediate · Professional Certificate · 3 - 6 Months
520,"Python for Data Science, AI & Development",IBM," Jupyter, Python Programming, Data Structures, Web Scraping, Data Manipulation, Programming Principles, Pandas (Python Package), Computer Programming, Object Oriented Programming (OOP), Restful API, NumPy, Application Programming Interface (API), Data Analysis, Data Import/Export, File Management",Beginner · Course · 1 - 3 Months
521,Machine Learning,O.P. Jindal Global University," Tensorflow, Supervised Learning, Scikit Learn (Machine Learning Library), Applied Machine Learning, Python Programming, NumPy, Artificial Neural Networks, Deep Learning, Image Analysis, Matplotlib, Unstructured Data, Predictive Modeling, Machine Learning, Natural Language Processing, Pandas (Python Package), Computer Vision, Feature Engineering, Text Mining, Regression Analysis, Performance Tuning",Beginner · Course · 1 - 3 Months
522,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",Intermediate · Specialization · 3 - 6 Months
523,Introduction to Artificial Intelligence (AI),IBM," Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",Beginner · Course · 1 - 4 Weeks
524,Mathematics for Machine Learning,Imperial College London," Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",Beginner · Specialization · 3 - 6 Months
525,Fundamentals of Machine Learning and Artificial Intelligence,Amazon Web Services," Artificial Intelligence and Machine Learning (AI/ML), Generative AI, Deep Learning, Artificial Intelligence, AWS SageMaker, Amazon Web Services, Applied Machine Learning, Machine Learning, Digital Transformation",Mixed · Course · 1 - 4 Weeks
526,Supervised Machine Learning: Regression and Classification ,DeepLearning.AI," Supervised Learning, Jupyter, Scikit Learn (Machine Learning Library), Machine Learning, NumPy, Predictive Modeling, Feature Engineering, Artificial Intelligence, Classification And Regression Tree (CART), Python Programming, Regression Analysis, Unsupervised Learning, Statistical Modeling",Beginner · Course · 1 - 4 Weeks
527,Introduction to Machine Learning,Duke University," PyTorch (Machine Learning Library), Reinforcement Learning, Image Analysis, Applied Machine Learning, Deep Learning, Machine Learning, Natural Language Processing, Supervised Learning, Python Programming, Unsupervised Learning, Artificial Neural Networks, Computer Vision, Medical Imaging",Intermediate · Course · 1 - 3 Months
528,Machine Learning,Multiple educators," Unsupervised Learning, Supervised Learning, Machine Learning Methods, Classification And Regression Tree (CART), Artificial Intelligence and Machine Learning (AI/ML), Applied Machine Learning, Machine Learning Algorithms, Machine Learning, Jupyter, Data Ethics, Decision Tree Learning, Tensorflow, Scikit Learn (Machine Learning Library), Artificial Intelligence, NumPy, Predictive Modeling, Deep Learning, Reinforcement Learning, Random Forest Algorithm, Feature Engineering",Beginner · Specialization · 1 - 3 Months
529,Machine Learning with Python,IBM," Unsupervised Learning, Supervised Learning, Regression Analysis, Scikit Learn (Machine Learning Library), Applied Machine Learning, Predictive Modeling, Machine Learning Algorithms, Machine Learning, Dimensionality Reduction, Python Programming, Statistical Analysis, Classification And Regression Tree (CART), Feature Engineering",Intermediate · Course · 1 - 3 Months
530,Mathematics for Machine Learning and Data Science,DeepLearning.AI," Descriptive Statistics, Bayesian Statistics, Statistical Hypothesis Testing, Probability & Statistics, Sampling (Statistics), Probability Distribution, Linear Algebra, Statistical Inference, A/B Testing, Statistical Analysis, Statistical Machine Learning, Applied Mathematics, NumPy, Probability, Calculus, Dimensionality Reduction, Mathematical Modeling, Machine Learning, Machine Learning Methods, Jupyter",Intermediate · Specialization · 1 - 3 Months
531,IBM Machine Learning,IBM," Exploratory Data Analysis, Feature Engineering, Unsupervised Learning, Supervised Learning, Generative AI, Regression Analysis, Dimensionality Reduction, Reinforcement Learning, Deep Learning, Data Analysis, Applied Machine Learning, Statistical Inference, Predictive Modeling, Statistical Hypothesis Testing, Data Processing, Statistical Analysis, Machine Learning Algorithms, Machine Learning, Data Science, Python Programming",Intermediate · Professional Certificate · 3 - 6 Months
532,"Python for Data Science, AI & Development",IBM," Jupyter, Python Programming, Data Structures, Web Scraping, Data Manipulation, Programming Principles, Pandas (Python Package), Computer Programming, Object Oriented Programming (OOP), Restful API, NumPy, Application Programming Interface (API), Data Analysis, Data Import/Export, File Management",Beginner · Course · 1 - 3 Months
533,Machine Learning,O.P. Jindal Global University," Tensorflow, Supervised Learning, Scikit Learn (Machine Learning Library), Applied Machine Learning, Python Programming, NumPy, Artificial Neural Networks, Deep Learning, Image Analysis, Matplotlib, Unstructured Data, Predictive Modeling, Machine Learning, Natural Language Processing, Pandas (Python Package), Computer Vision, Feature Engineering, Text Mining, Regression Analysis, Performance Tuning",Beginner · Course · 1 - 3 Months
534,Machine Learning,University of Washington," Regression Analysis, Applied Machine Learning, Feature Engineering, Machine Learning, Image Analysis, Unsupervised Learning, Artificial Intelligence and Machine Learning (AI/ML), Predictive Modeling, Classification And Regression Tree (CART), Supervised Learning, Bayesian Statistics, Statistical Modeling, Artificial Intelligence, Deep Learning, Data Mining, Computer Vision, Statistical Machine Learning, Predictive Analytics, Text Mining, Machine Learning Algorithms",Intermediate · Specialization · 3 - 6 Months
535,Introduction to Artificial Intelligence (AI),IBM," Generative AI, ChatGPT, Natural Language Processing, Data Governance, Computer Science, Business Intelligence, Business Ethics, Robotic Process Automation, Content Creation, Risk Mitigation",Beginner · Course · 1 - 4 Weeks
536,Mathematics for Machine Learning,Imperial College London," Linear Algebra, Dimensionality Reduction, NumPy, Regression Analysis, Calculus, Applied Mathematics, Probability & Statistics, Feature Engineering, Jupyter, Data Science, Advanced Mathematics, Statistics, Machine Learning Algorithms, Statistical Analysis, Artificial Neural Networks, Algorithms, Python Programming, Machine Learning, Derivatives",Beginner · Specialization · 3 - 6 Months
